branch_mispredict,cache_pressure,case_id,elapsed_s,flag_mode,residency_idle,residency_stall,returncode,sit_median,sit_p95,summary_copy_ok,summary_path,time_us,trace_copy_ok,trace_path,workload,workload_size
False,False,1,1.745,none,33.846726,0.055804,0,0.710294,0.710294,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0001.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0001.csv,fm_loopback,test
False,True,2,1.613,cache_pressure,11.051846,60.800885,0,0.282456,0.282456,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0002.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0002.csv,fm_loopback,test
True,False,3,1.630,branch_mispredict,15.512325,45.198250,0,0.402755,0.402755,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0003.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0003.csv,fm_loopback,test
True,True,4,1.707,both,3.139307,72.994909,0,0.238231,0.238231,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0004.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0004.csv,fm_loopback,test
False,False,5,1.866,none,2.989435,1.321559,0,0.967825,0.967825,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0005.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0005.csv,fm_mm,test
False,True,6,1.921,cache_pressure,1.748146,6.618446,0,0.925334,0.925334,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0006.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0006.csv,fm_mm,test
True,False,7,1.934,branch_mispredict,1.561553,5.916277,0,0.933336,0.933336,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0007.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0007.csv,fm_mm,test
True,True,8,2.126,both,1.178147,26.088259,0,0.731113,0.731113,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0008.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0008.csv,fm_mm,test
False,False,9,1.924,none,2.296966,0.289962,0,0.979284,0.979284,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0009.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0009.csv,fm_sparse,test
False,True,10,1.997,cache_pressure,1.629698,9.052015,0,0.895647,0.895647,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/summaries/summary_0010.json,256.0,1,/home/dev_srinidhi/sit-cpu-baseline/sit-cpu-baseline/Phase-2/sweeps/results/20260305_185131/traces/trace_0010.csv,fm_sparse,test
