core,window_id,window_start_us,window_end_us,resident_us,resident_frac_of_window,is_resident_window,active_frac,stall_frac,idle_frac,sit_no_work_window_active,sit_no_work_global_active,sit
0,0,0.0,8.0,8.0,1.0,1,0.9580000000000001,0.0419999999999999,0.0,0.9580000000000001,0.9481300813008129,0.9580000000000001
0,1,8.0,16.0,8.0,1.0,1,0.9426249999999998,0.057375000000000176,0.0,0.9426249999999998,0.9481300813008129,0.9426249999999998
0,2,16.0,24.0,8.0,1.0,1,0.9512499999999999,0.04875000000000007,0.0,0.9512499999999999,0.9481300813008129,0.9512499999999999
0,3,24.0,32.0,8.0,1.0,1,0.9431249999999998,0.05687500000000023,0.0,0.9431249999999998,0.9481300813008129,0.9431249999999998
0,4,32.0,40.0,8.0,1.0,1,0.9509999999999978,0.04900000000000215,0.0,0.9509999999999978,0.9481300813008129,0.9509999999999978
0,5,40.0,48.0,8.0,1.0,1,0.9428749999999999,0.05712500000000009,0.0,0.9428749999999999,0.9481300813008129,0.9428749999999999
0,6,48.0,56.0,8.0,1.0,1,0.9507500000000002,0.049249999999999794,0.0,0.9507500000000002,0.9481300813008129,0.9507500000000002
0,7,56.0,64.0,8.0,1.0,1,0.9427499999999993,0.05725000000000069,0.0,0.9427499999999993,0.9481300813008129,0.9427499999999993
0,8,64.0,72.0,8.0,1.0,1,0.9507500000000029,0.04924999999999713,0.0,0.9507500000000029,0.9481300813008129,0.9507500000000029
0,9,72.0,80.0,7.950000000000003,0.9937500000000004,1,0.9481761006289319,0.05182389937106815,0.0,0.9481761006289319,0.9481300813008129,0.9481761006289319
