window_id,window_start_us,window_end_us,window_us,resident_us,resident_compute_us,idle_us,memory_attributed_us,non_resident_us,sit_timeline_value,sit_timeline_source
1,256.000000,512.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
1,256.000000,512.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
1,256.000000,512.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
1,256.000000,512.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
2,512.000000,768.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
2,512.000000,768.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
2,512.000000,768.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
2,512.000000,768.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
3,768.000000,1024.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
3,768.000000,1024.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
3,768.000000,1024.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
3,768.000000,1024.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
4,1024.000000,1280.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
4,1024.000000,1280.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
4,1024.000000,1280.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
4,1024.000000,1280.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
5,1280.000000,1536.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
5,1280.000000,1536.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
5,1280.000000,1536.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
5,1280.000000,1536.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
6,1536.000000,1792.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
6,1536.000000,1792.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
6,1536.000000,1792.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
6,1536.000000,1792.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
7,1792.000000,2048.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
7,1792.000000,2048.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
7,1792.000000,2048.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
7,1792.000000,2048.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
8,2048.000000,2304.000000,256.000000,256.000000,0.000000,256.000000,0.000000,0.000000,0.000000000,Source metric: sit_no_work_window_active
