core,window_id,window_start_us,window_end_us,resident_us,resident_frac_of_window,is_resident_window,active_frac,stall_frac,idle_frac,sit_no_work_window_active,sit_no_work_global_active,sit
0,0,0.0,256.0,255.91,0.9996484375,1,0.9182720487671445,0.08172795123285552,0.0,0.9182720487671445,0.8751987667565273,0.9182720487671445
0,1,256.0,512.0,160.19600000000003,0.6257656250000001,1,0.8332292941147105,0.16677070588528947,0.0,0.8332292941147105,0.8751987667565273,0.8332292941147105
1,0,0.0,256.0,255.908,0.999640625,1,0.9436242712224701,0.05637572877752992,0.0,0.9436242712224701,0.8751987667565273,0.9436242712224701
1,1,256.0,512.0,141.322,0.5520390625,1,0.8651873027554094,0.13481269724459052,0.0,0.8651873027554094,0.8751987667565273,0.8651873027554094
2,0,0.0,256.0,255.887,0.99955859375,1,0.9060874526646525,0.09391254733534744,0.0,0.9060874526646525,0.8751987667565273,0.9060874526646525
2,1,256.0,512.0,151.97899999999998,0.5936679687499999,1,0.836530046914377,0.1634699530856229,0.0,0.836530046914377,0.8751987667565273,0.836530046914377
3,0,0.0,256.0,255.9,0.999609375,1,0.888862837045721,0.11113716295427893,1.1106568749669404e-16,0.888862837045721,0.8751987667565273,0.888862837045721
3,1,256.0,512.0,175.748,0.686515625,1,0.8700582652434168,0.12994173475658324,0.0,0.8700582652434168,0.8751987667565273,0.8700582652434168
4,0,0.0,256.0,255.885,0.99955078125,1,0.8760341559685015,0.12396584403149842,0.0,0.8760341559685015,0.8751987667565273,0.8760341559685015
4,1,256.0,512.0,159.336,0.62240625,1,0.7882462218205556,0.21175377817944438,0.0,0.7882462218205556,0.8751987667565273,0.7882462218205556
5,0,0.0,256.0,255.839,0.99937109375,1,0.8949573755369589,0.1050426244630411,0.0,0.8949573755369589,0.8751987667565273,0.8949573755369589
5,1,256.0,512.0,202.49400000000003,0.7909921875000001,1,0.8716060722786858,0.12839392772131417,0.0,0.8716060722786858,0.8751987667565273,0.8716060722786858
6,0,0.0,256.0,255.812,0.999265625,1,0.9406126374055949,0.059387362594405045,1.111038943849546e-16,0.9406126374055949,0.8751987667565273,0.9406126374055949
6,1,256.0,512.0,203.49400000000003,0.7948984375000001,1,0.8666152318987316,0.1333847681012684,0.0,0.8666152318987316,0.8751987667565273,0.8666152318987316
7,0,0.0,256.0,255.994,0.9999765625,1,0.9177715102697718,0.08222848973022821,0.0,0.9177715102697718,0.8751987667565273,0.9177715102697718
7,1,256.0,512.0,178.378,0.6967890625,1,0.8833208131047554,0.11667918689524455,0.0,0.8833208131047554,0.8751987667565273,0.8833208131047554
8,0,0.0,256.0,256.0,1.0,1,0.90902734375,0.09097265625000002,0.0,0.90902734375,0.8751987667565273,0.90902734375
8,1,256.0,512.0,152.277,0.59483203125,1,0.8785765414343608,0.1214234585656392,0.0,0.8785765414343608,0.8751987667565273,0.8785765414343608
9,0,0.0,256.0,255.961,0.99984765625,1,0.8984532799918734,0.1015467200081265,1.1103921859347325e-16,0.8984532799918734,0.8751987667565273,0.8984532799918734
9,1,256.0,512.0,183.07,0.7151171875,1,0.8889168077784456,0.11108319222155436,0.0,0.8889168077784456,0.8751987667565273,0.8889168077784456
10,0,0.0,256.0,255.992,0.99996875,1,0.9014383261976942,0.0985616738023059,0.0,0.9014383261976942,0.8751987667565273,0.9014383261976942
10,1,256.0,512.0,158.33499999999998,0.6184960937499999,1,0.8291091672719224,0.1708908327280776,0.0,0.8291091672719224,0.8751987667565273,0.8291091672719224
11,0,0.0,256.0,255.98,0.999921875,1,0.9049964841003204,0.09500351589967963,0.0,0.9049964841003204,0.8751987667565273,0.9049964841003204
11,1,256.0,512.0,121.18299999999999,0.47337109374999997,1,0.6987448734558481,0.3012551265441518,0.0,0.6987448734558481,0.8751987667565273,0.6987448734558481
12,0,0.0,256.0,255.918,0.9996796875,1,0.867684180088935,0.13231581991106497,0.0,0.867684180088935,0.8751987667565273,0.867684180088935
12,1,256.0,512.0,175.171,0.68426171875,1,0.8434272796296199,0.1565727203703801,0.0,0.8434272796296199,0.8751987667565273,0.8434272796296199
13,0,0.0,256.0,255.925,0.99970703125,1,0.903756960046889,0.09624303995311098,0.0,0.903756960046889,0.8751987667565273,0.903756960046889
13,1,256.0,512.0,194.781,0.76086328125,1,0.8476442774192561,0.15235572258074387,0.0,0.8476442774192561,0.8751987667565273,0.8476442774192561
14,0,0.0,256.0,255.982,0.9999296875,1,0.9269401754810888,0.07305982451891119,0.0,0.9269401754810888,0.8751987667565273,0.9269401754810888
14,1,256.0,512.0,171.94799999999998,0.6716718749999999,1,0.8514783539209517,0.14852164607904822,0.0,0.8514783539209517,0.8751987667565273,0.8514783539209517
15,0,0.0,256.0,255.985,0.99994140625,1,0.930273258198723,0.06972674180127701,0.0,0.930273258198723,0.8751987667565273,0.930273258198723
15,1,256.0,512.0,160.76600000000002,0.6279921875000001,1,0.8394561039025669,0.16054389609743316,0.0,0.8394561039025669,0.8751987667565273,0.8394561039025669
16,0,0.0,256.0,255.958,0.9998359375,1,0.9246477937786665,0.07535220622133351,0.0,0.9246477937786665,0.8751987667565273,0.9246477937786665
16,1,256.0,512.0,160.0,0.625,1,0.8095062500000001,0.1904937499999999,0.0,0.8095062500000001,0.8751987667565273,0.8095062500000001
17,0,0.0,256.0,255.937,0.99975390625,1,0.8959587711038259,0.10404122889617405,0.0,0.8959587711038259,0.8751987667565273,0.8959587711038259
