core,window_id,window_start_us,window_end_us,resident_us,resident_frac_of_window,is_resident_window,active_frac,stall_frac,idle_frac,sit
0,0,0.0,256.0,251.0,0.98046875,1,0.9721115537848606,0.027888446215139442,0.0,0.9721115537848606
0,1,256.0,512.0,256.0,1.0,1,0.8203125,0.1796875,0.0,0.8203125
0,2,512.0,768.0,256.0,1.0,1,0.8359375,0.1640625,0.0,0.8359375
0,3,768.0,1024.0,256.0,1.0,1,0.7890625,0.2109375,0.0,0.7890625
0,4,1024.0,1280.0,256.0,1.0,1,0.890625,0.109375,0.0,0.890625
0,5,1280.0,1536.0,256.0,1.0,1,0.89453125,0.10546875,0.0,0.89453125
0,6,1536.0,1792.0,256.0,1.0,1,0.83984375,0.16015625,0.0,0.83984375
0,7,1792.0,2048.0,256.0,1.0,1,0.81640625,0.18359375,0.0,0.81640625
0,8,2048.0,2304.0,256.0,1.0,1,0.8828125,0.1171875,0.0,0.8828125
0,9,2304.0,2560.0,256.0,1.0,1,0.8984375,0.1015625,0.0,0.8984375
0,10,2560.0,2816.0,256.0,1.0,1,0.88671875,0.11328125,0.0,0.88671875
0,11,2816.0,3072.0,256.0,1.0,1,0.8359375,0.1640625,0.0,0.8359375
0,12,3072.0,3328.0,256.0,1.0,1,0.890625,0.109375,0.0,0.890625
0,13,3328.0,3584.0,256.0,1.0,1,0.8828125,0.1171875,0.0,0.8828125
0,14,3584.0,3840.0,256.0,1.0,1,0.84375,0.15625,0.0,0.84375
0,15,3840.0,4096.0,256.0,1.0,1,0.8125,0.1875,0.0,0.8125
0,16,4096.0,4352.0,256.0,1.0,1,0.8828125,0.1171875,0.0,0.8828125
0,17,4352.0,4608.0,256.0,1.0,1,0.8203125,0.1796875,0.0,0.8203125
0,18,4608.0,4864.0,256.0,1.0,1,0.91015625,0.08984375,0.0,0.91015625
0,19,4864.0,5120.0,256.0,1.0,1,0.8671875,0.1328125,0.0,0.8671875
0,20,5120.0,5376.0,256.0,1.0,1,0.890625,0.109375,0.0,0.890625
0,21,5376.0,5632.0,256.0,1.0,1,0.82421875,0.17578125,0.0,0.82421875
0,22,5632.0,5888.0,256.0,1.0,1,0.83203125,0.16796875,0.0,0.83203125
