start_us,end_us,core,state
0.0,6490.0,0,idle
6490.0,6491.0,0,idle
6491.0,6492.0,0,active
6492.0,6493.0,0,stall
6493.0,6494.0,0,active
6494.0,6495.0,0,stall
6495.0,6513.0,0,active
6513.0,6514.0,0,stall
6514.0,6532.0,0,active
6532.0,6533.0,0,stall
6533.0,6551.0,0,active
6551.0,6552.0,0,stall
6552.0,6570.0,0,active
6570.0,6571.0,0,stall
6571.0,6589.0,0,active
6589.0,6590.0,0,stall
6590.0,6608.0,0,active
6608.0,6609.0,0,stall
6609.0,6627.0,0,active
6627.0,6628.0,0,stall
6628.0,6646.0,0,active
6646.0,6647.0,0,stall
6647.0,6665.0,0,active
6665.0,6666.0,0,stall
6666.0,6684.0,0,active
6684.0,6685.0,0,stall
6685.0,6703.0,0,active
6703.0,6704.0,0,stall
6704.0,6722.0,0,active
6722.0,6723.0,0,stall
6723.0,6741.0,0,active
6741.0,6742.0,0,stall
6742.0,6760.0,0,active
6760.0,6761.0,0,stall
6761.0,6779.0,0,active
6779.0,6780.0,0,stall
6780.0,6799.0,0,active
6799.0,6800.0,0,stall
6800.0,6801.0,0,active
6801.0,6802.0,0,stall
6802.0,6820.0,0,active
6820.0,6821.0,0,stall
6821.0,6839.0,0,active
6839.0,6840.0,0,stall
6840.0,6858.0,0,active
6858.0,6859.0,0,stall
6859.0,6877.0,0,active
6877.0,6878.0,0,stall
6878.0,6896.0,0,active
6896.0,6897.0,0,stall
6897.0,6915.0,0,active
6915.0,6916.0,0,stall
6916.0,6934.0,0,active
6934.0,6935.0,0,stall
6935.0,6953.0,0,active
6953.0,6954.0,0,stall
6954.0,6972.0,0,active
6972.0,6973.0,0,stall
6973.0,6991.0,0,active
6991.0,6992.0,0,stall
6992.0,7010.0,0,active
7010.0,7011.0,0,stall
7011.0,7029.0,0,active
7029.0,7030.0,0,stall
7030.0,7048.0,0,active
7048.0,7049.0,0,stall
7049.0,7067.0,0,active
7067.0,7068.0,0,stall
7068.0,7086.0,0,active
7086.0,7087.0,0,stall
7087.0,7106.0,0,active
7106.0,7107.0,0,stall
7107.0,7108.0,0,active
7108.0,7109.0,0,stall
7109.0,7127.0,0,active
7127.0,7128.0,0,stall
7128.0,7146.0,0,active
7146.0,7147.0,0,stall
7147.0,7165.0,0,active
7165.0,7166.0,0,stall
7166.0,7184.0,0,active
7184.0,7185.0,0,stall
7185.0,7203.0,0,active
7203.0,7204.0,0,stall
7204.0,7222.0,0,active
7222.0,7223.0,0,stall
7223.0,7241.0,0,active
7241.0,7242.0,0,stall
7242.0,7260.0,0,active
7260.0,7261.0,0,stall
7261.0,7279.0,0,active
7279.0,7280.0,0,stall
7280.0,7298.0,0,active
7298.0,7299.0,0,stall
7299.0,7317.0,0,active
7317.0,7318.0,0,stall
7318.0,7336.0,0,active
7336.0,7337.0,0,stall
7337.0,7355.0,0,active
7355.0,7356.0,0,stall
7356.0,7374.0,0,active
7374.0,7375.0,0,stall
7375.0,7393.0,0,active
7393.0,7394.0,0,stall
7394.0,7413.0,0,active
7413.0,7414.0,0,stall
7414.0,7415.0,0,active
7415.0,7416.0,0,stall
7416.0,7434.0,0,active
7434.0,7435.0,0,stall
7435.0,7453.0,0,active
7453.0,7454.0,0,stall
7454.0,7472.0,0,active
7472.0,7473.0,0,stall
7473.0,7491.0,0,active
7491.0,7492.0,0,stall
7492.0,7510.0,0,active
7510.0,7511.0,0,stall
7511.0,7529.0,0,active
7529.0,7530.0,0,stall
7530.0,7548.0,0,active
7548.0,7549.0,0,stall
7549.0,7567.0,0,active
7567.0,7568.0,0,stall
7568.0,7586.0,0,active
7586.0,7587.0,0,stall
7587.0,7605.0,0,active
7605.0,7606.0,0,stall
7606.0,7624.0,0,active
7624.0,7625.0,0,stall
7625.0,7643.0,0,active
7643.0,7644.0,0,stall
7644.0,7662.0,0,active
7662.0,7663.0,0,stall
7663.0,7681.0,0,active
7681.0,7682.0,0,stall
7682.0,7700.0,0,active
7700.0,7701.0,0,stall
7701.0,7720.0,0,active
7720.0,7721.0,0,stall
7721.0,7722.0,0,active
7722.0,7723.0,0,stall
7723.0,7741.0,0,active
7741.0,7742.0,0,stall
7742.0,7760.0,0,active
7760.0,7761.0,0,stall
7761.0,7779.0,0,active
7779.0,7780.0,0,stall
7780.0,7798.0,0,active
7798.0,7799.0,0,stall
7799.0,7817.0,0,active
7817.0,7818.0,0,stall
7818.0,7836.0,0,active
7836.0,7837.0,0,stall
7837.0,7855.0,0,active
7855.0,7856.0,0,stall
7856.0,7874.0,0,active
7874.0,7875.0,0,stall
7875.0,7893.0,0,active
7893.0,7894.0,0,stall
7894.0,7912.0,0,active
7912.0,7913.0,0,stall
7913.0,7931.0,0,active
7931.0,7932.0,0,stall
7932.0,7950.0,0,active
7950.0,7951.0,0,stall
7951.0,7969.0,0,active
7969.0,7970.0,0,stall
7970.0,7988.0,0,active
7988.0,7989.0,0,stall
7989.0,8007.0,0,active
8007.0,8008.0,0,stall
8008.0,8027.0,0,active
8027.0,8028.0,0,stall
8028.0,8029.0,0,active
8029.0,8030.0,0,stall
8030.0,8048.0,0,active
8048.0,8049.0,0,stall
8049.0,8067.0,0,active
8067.0,8068.0,0,stall
8068.0,8086.0,0,active
8086.0,8087.0,0,stall
8087.0,8105.0,0,active
8105.0,8106.0,0,stall
8106.0,8124.0,0,active
8124.0,8125.0,0,stall
8125.0,8143.0,0,active
8143.0,8144.0,0,stall
8144.0,8162.0,0,active
8162.0,8163.0,0,stall
8163.0,8181.0,0,active
8181.0,8182.0,0,stall
8182.0,8200.0,0,active
8200.0,8201.0,0,stall
8201.0,8219.0,0,active
8219.0,8220.0,0,stall
8220.0,8238.0,0,active
8238.0,8239.0,0,stall
8239.0,8257.0,0,active
8257.0,8258.0,0,stall
8258.0,8276.0,0,active
8276.0,8277.0,0,stall
8277.0,8295.0,0,active
8295.0,8296.0,0,stall
8296.0,8314.0,0,active
8314.0,8315.0,0,stall
8315.0,8334.0,0,active
8334.0,8335.0,0,stall
8335.0,8336.0,0,active
8336.0,8337.0,0,stall
8337.0,8355.0,0,active
8355.0,8356.0,0,stall
8356.0,8374.0,0,active
8374.0,8375.0,0,stall
8375.0,8393.0,0,active
8393.0,8394.0,0,stall
8394.0,8412.0,0,active
8412.0,8413.0,0,stall
8413.0,8431.0,0,active
8431.0,8432.0,0,stall
8432.0,8450.0,0,active
8450.0,8451.0,0,stall
8451.0,8469.0,0,active
8469.0,8470.0,0,stall
8470.0,8488.0,0,active
8488.0,8489.0,0,stall
8489.0,8507.0,0,active
8507.0,8508.0,0,stall
8508.0,8526.0,0,active
8526.0,8527.0,0,stall
8527.0,8545.0,0,active
8545.0,8546.0,0,stall
8546.0,8564.0,0,active
8564.0,8565.0,0,stall
8565.0,8583.0,0,active
8583.0,8584.0,0,stall
8584.0,8602.0,0,active
8602.0,8603.0,0,stall
8603.0,8621.0,0,active
8621.0,8622.0,0,stall
8622.0,8641.0,0,active
8641.0,8642.0,0,stall
8642.0,8643.0,0,active
8643.0,8644.0,0,stall
8644.0,8662.0,0,active
8662.0,8663.0,0,stall
8663.0,8681.0,0,active
8681.0,8682.0,0,stall
8682.0,8700.0,0,active
8700.0,8701.0,0,stall
8701.0,8719.0,0,active
8719.0,8720.0,0,stall
8720.0,8738.0,0,active
8738.0,8739.0,0,stall
8739.0,8757.0,0,active
8757.0,8758.0,0,stall
8758.0,8776.0,0,active
8776.0,8777.0,0,stall
8777.0,8795.0,0,active
8795.0,8796.0,0,stall
8796.0,8814.0,0,active
8814.0,8815.0,0,stall
8815.0,8833.0,0,active
8833.0,8834.0,0,stall
8834.0,8852.0,0,active
8852.0,8853.0,0,stall
8853.0,8871.0,0,active
8871.0,8872.0,0,stall
8872.0,8890.0,0,active
8890.0,8891.0,0,stall
8891.0,8909.0,0,active
8909.0,8910.0,0,stall
8910.0,8928.0,0,active
8928.0,8929.0,0,stall
8929.0,8948.0,0,active
8948.0,8949.0,0,stall
8949.0,8950.0,0,active
8950.0,8951.0,0,stall
8951.0,8969.0,0,active
8969.0,8970.0,0,stall
8970.0,8988.0,0,active
8988.0,8989.0,0,stall
8989.0,9007.0,0,active
9007.0,9008.0,0,stall
9008.0,9026.0,0,active
9026.0,9027.0,0,stall
9027.0,9045.0,0,active
9045.0,9046.0,0,stall
9046.0,9064.0,0,active
9064.0,9065.0,0,stall
9065.0,9083.0,0,active
9083.0,9084.0,0,stall
9084.0,9102.0,0,active
9102.0,9103.0,0,stall
9103.0,9121.0,0,active
9121.0,9122.0,0,stall
9122.0,9140.0,0,active
9140.0,9141.0,0,stall
9141.0,9159.0,0,active
9159.0,9160.0,0,stall
9160.0,9178.0,0,active
9178.0,9179.0,0,stall
9179.0,9197.0,0,active
9197.0,9198.0,0,stall
9198.0,9216.0,0,active
9216.0,9217.0,0,stall
9217.0,9235.0,0,active
9235.0,9236.0,0,stall
9236.0,9255.0,0,active
9255.0,9256.0,0,stall
9256.0,9257.0,0,active
9257.0,9258.0,0,stall
9258.0,9276.0,0,active
9276.0,9277.0,0,stall
9277.0,9295.0,0,active
9295.0,9296.0,0,stall
9296.0,9314.0,0,active
9314.0,9315.0,0,stall
