start_us,end_us,core,state
0.0,6521.0,0,idle
6521.0,6522.0,0,idle
6522.0,6523.0,0,active
6523.0,6524.0,0,stall
6524.0,6701.0,0,active
6701.0,6702.0,0,stall
6702.0,6720.0,0,active
6720.0,6721.0,0,stall
6721.0,6898.0,0,active
6898.0,6899.0,0,stall
6899.0,6917.0,0,active
6917.0,6918.0,0,stall
6918.0,7095.0,0,active
7095.0,7096.0,0,stall
7096.0,7114.0,0,active
7114.0,7115.0,0,stall
7115.0,7292.0,0,active
7292.0,7293.0,0,stall
7293.0,7311.0,0,active
7311.0,7312.0,0,stall
7312.0,7489.0,0,active
7489.0,7490.0,0,stall
7490.0,7508.0,0,active
7508.0,7509.0,0,stall
7509.0,7686.0,0,active
7686.0,7687.0,0,stall
7687.0,7705.0,0,active
7705.0,7706.0,0,stall
7706.0,7883.0,0,active
7883.0,7884.0,0,stall
7884.0,7902.0,0,active
7902.0,7903.0,0,stall
7903.0,8080.0,0,active
8080.0,8081.0,0,stall
8081.0,8099.0,0,active
8099.0,8100.0,0,stall
8100.0,8277.0,0,active
8277.0,8278.0,0,stall
8278.0,8296.0,0,active
8296.0,8297.0,0,stall
8297.0,8474.0,0,active
8474.0,8475.0,0,stall
8475.0,8493.0,0,active
8493.0,8494.0,0,stall
8494.0,8671.0,0,active
8671.0,8672.0,0,stall
8672.0,8690.0,0,active
8690.0,8691.0,0,stall
8691.0,8868.0,0,active
8868.0,8869.0,0,stall
8869.0,8887.0,0,active
8887.0,8888.0,0,stall
8888.0,9065.0,0,active
9065.0,9066.0,0,stall
9066.0,9084.0,0,active
9084.0,9085.0,0,stall
9085.0,9262.0,0,active
9262.0,9263.0,0,stall
9263.0,9281.0,0,active
9281.0,9282.0,0,stall
9282.0,9459.0,0,active
9459.0,9460.0,0,stall
9460.0,9478.0,0,active
9478.0,9479.0,0,stall
9479.0,9656.0,0,active
9656.0,9657.0,0,stall
9657.0,9675.0,0,active
9675.0,9676.0,0,stall
9676.0,9853.0,0,active
9853.0,9854.0,0,stall
9854.0,9872.0,0,active
9872.0,9873.0,0,stall
9873.0,10050.0,0,active
10050.0,10051.0,0,stall
10051.0,10069.0,0,active
10069.0,10070.0,0,stall
10070.0,10247.0,0,active
10247.0,10248.0,0,stall
10248.0,10266.0,0,active
10266.0,10267.0,0,stall
10267.0,10444.0,0,active
10444.0,10445.0,0,stall
10445.0,10463.0,0,active
10463.0,10464.0,0,stall
10464.0,10641.0,0,active
10641.0,10642.0,0,stall
10642.0,10660.0,0,active
10660.0,10661.0,0,stall
10661.0,10838.0,0,active
10838.0,10839.0,0,stall
10839.0,10857.0,0,active
10857.0,10858.0,0,stall
10858.0,11035.0,0,active
11035.0,11036.0,0,stall
11036.0,11054.0,0,active
11054.0,11055.0,0,stall
11055.0,11232.0,0,active
11232.0,11233.0,0,stall
11233.0,11251.0,0,active
11251.0,11252.0,0,stall
11252.0,11429.0,0,active
11429.0,11430.0,0,stall
11430.0,11448.0,0,active
11448.0,11449.0,0,stall
11449.0,11626.0,0,active
11626.0,11627.0,0,stall
11627.0,11645.0,0,active
11645.0,11646.0,0,stall
11646.0,11823.0,0,active
11823.0,11824.0,0,stall
11824.0,11842.0,0,active
11842.0,11843.0,0,stall
11843.0,12020.0,0,active
12020.0,12021.0,0,stall
12021.0,12039.0,0,active
12039.0,12040.0,0,stall
12040.0,12217.0,0,active
12217.0,12218.0,0,stall
12218.0,12236.0,0,active
12236.0,12237.0,0,stall
12237.0,12414.0,0,active
12414.0,12415.0,0,stall
12415.0,12433.0,0,active
12433.0,12434.0,0,stall
12434.0,12611.0,0,active
12611.0,12612.0,0,stall
12612.0,12630.0,0,active
12630.0,12631.0,0,stall
12631.0,12808.0,0,active
12808.0,12809.0,0,stall
12809.0,28189.0,0,active
28189.0,29217.0,0,stall
29217.0,29610.0,0,idle
29610.0,30640.0,0,stall
30640.0,30641.0,0,idle
30641.0,30746.0,0,idle
