core,window_id,window_start_us,window_end_us,resident_us,resident_frac_of_window,is_resident_window,active_frac,stall_frac,idle_frac,sit,sit_no_work_window_active,source_cores
0,0,0.000000,8.000000,8.000000,1.000000,1,0.959000,0.041000,0.000000,0.959000,0.959000,1
0,1,8.000000,16.000000,8.000000,1.000000,1,0.773125,0.226875,0.000000,0.773125,0.773125,1
0,2,16.000000,24.000000,8.000000,1.000000,1,0.968375,0.031625,0.000000,0.968375,0.968375,1
0,3,24.000000,32.000000,8.000000,1.000000,1,0.973750,0.026250,0.000000,0.973750,0.973750,1
0,4,32.000000,40.000000,8.000000,1.000000,1,0.720125,0.279875,0.000000,0.720125,0.720125,1
0,5,40.000000,48.000000,8.000000,1.000000,1,0.972750,0.027250,0.000000,0.972750,0.972750,1
0,6,48.000000,56.000000,8.000000,1.000000,1,0.762625,0.237375,0.000000,0.762625,0.762625,1
0,7,56.000000,64.000000,8.000000,1.000000,1,0.969125,0.030875,0.000000,0.969125,0.969125,1
0,8,64.000000,72.000000,8.000000,1.000000,1,0.966125,0.033875,0.000000,0.966125,0.966125,1
0,9,72.000000,80.000000,8.000000,1.000000,1,0.766125,0.233875,0.000000,0.766125,0.766125,1
0,10,80.000000,88.000000,8.000000,1.000000,1,0.975750,0.024250,0.000000,0.975750,0.975750,1
0,11,88.000000,96.000000,8.000000,1.000000,1,0.760250,0.239750,0.000000,0.760250,0.760250,1
0,12,96.000000,104.000000,8.000000,1.000000,1,0.964875,0.035125,0.000000,0.964875,0.964875,1
0,13,104.000000,112.000000,8.000000,1.000000,1,0.806500,0.193500,0.000000,0.806500,0.806500,1
0,14,112.000000,120.000000,8.000000,1.000000,1,0.608750,0.391250,0.000000,0.608750,0.608750,1
0,15,120.000000,128.000000,1.762000,0.220250,1,0.059591,0.940409,0.000000,0.059591,0.059591,1
