start_us,end_us,core,state
0.0,13886.0,0,idle
13886.0,13887.0,0,idle
13887.0,13888.0,0,stall
13888.0,13889.0,0,idle
13889.0,13891.0,0,stall
13891.0,13893.0,0,active
13893.0,13894.0,0,idle
13894.0,13896.0,0,stall
13896.0,13897.0,0,idle
13897.0,13898.0,0,stall
13898.0,13900.0,0,active
13900.0,13901.0,0,idle
13901.0,13902.0,0,stall
13902.0,13904.0,0,active
13904.0,13905.0,0,stall
13905.0,13907.0,0,active
13907.0,13909.0,0,stall
13909.0,13910.0,0,idle
13910.0,13911.0,0,stall
13911.0,13917.0,0,active
13917.0,13919.0,0,stall
13919.0,13920.0,0,active
13920.0,13921.0,0,idle
13921.0,13923.0,0,active
13923.0,13924.0,0,stall
13924.0,13926.0,0,active
13926.0,13927.0,0,stall
13927.0,13929.0,0,active
13929.0,13930.0,0,stall
13930.0,13932.0,0,active
13932.0,13933.0,0,stall
13933.0,13937.0,0,active
13937.0,13938.0,0,stall
13938.0,13940.0,0,active
13940.0,13941.0,0,stall
13941.0,13942.0,0,active
13942.0,13944.0,0,stall
13944.0,13945.0,0,active
13945.0,13947.0,0,stall
13947.0,13953.0,0,active
13953.0,13955.0,0,stall
13955.0,13956.0,0,active
13956.0,13957.0,0,idle
13957.0,13959.0,0,active
13959.0,13960.0,0,stall
13960.0,13962.0,0,active
13962.0,13963.0,0,stall
13963.0,13965.0,0,active
13965.0,13966.0,0,stall
13966.0,13968.0,0,active
13968.0,13969.0,0,stall
13969.0,13973.0,0,active
13973.0,13974.0,0,stall
13974.0,13976.0,0,active
13976.0,13977.0,0,stall
13977.0,13978.0,0,active
13978.0,13980.0,0,stall
13980.0,13981.0,0,active
13981.0,13983.0,0,stall
13983.0,13989.0,0,active
13989.0,13991.0,0,stall
13991.0,13992.0,0,active
13992.0,13993.0,0,idle
13993.0,13995.0,0,active
13995.0,13996.0,0,stall
13996.0,13998.0,0,active
13998.0,13999.0,0,stall
13999.0,14001.0,0,active
14001.0,14002.0,0,stall
14002.0,14004.0,0,active
14004.0,14005.0,0,stall
14005.0,14009.0,0,active
14009.0,14010.0,0,stall
14010.0,14012.0,0,active
14012.0,14013.0,0,stall
14013.0,14014.0,0,active
14014.0,14016.0,0,stall
14016.0,14017.0,0,active
14017.0,14019.0,0,stall
14019.0,14025.0,0,active
14025.0,14027.0,0,stall
14027.0,14028.0,0,active
14028.0,14029.0,0,idle
14029.0,14031.0,0,active
14031.0,14032.0,0,stall
14032.0,14034.0,0,active
14034.0,14035.0,0,stall
14035.0,14037.0,0,active
14037.0,14038.0,0,stall
14038.0,14040.0,0,active
14040.0,14041.0,0,stall
14041.0,14045.0,0,active
14045.0,14046.0,0,stall
14046.0,14048.0,0,active
14048.0,14049.0,0,stall
14049.0,14050.0,0,active
14050.0,14052.0,0,stall
14052.0,14053.0,0,active
14053.0,14055.0,0,stall
14055.0,14061.0,0,active
14061.0,14063.0,0,stall
14063.0,14064.0,0,active
14064.0,14065.0,0,idle
14065.0,14067.0,0,active
14067.0,14068.0,0,stall
14068.0,14070.0,0,active
14070.0,14071.0,0,stall
14071.0,14073.0,0,active
14073.0,14074.0,0,stall
14074.0,14076.0,0,active
14076.0,14077.0,0,stall
14077.0,14081.0,0,active
14081.0,14082.0,0,stall
14082.0,14084.0,0,active
14084.0,14085.0,0,stall
14085.0,14086.0,0,active
14086.0,14088.0,0,stall
14088.0,14089.0,0,active
14089.0,14091.0,0,stall
14091.0,14097.0,0,active
14097.0,14099.0,0,stall
14099.0,14100.0,0,active
14100.0,14101.0,0,idle
14101.0,14103.0,0,active
14103.0,14104.0,0,stall
14104.0,14106.0,0,active
14106.0,14107.0,0,stall
14107.0,14109.0,0,active
14109.0,14110.0,0,stall
14110.0,14112.0,0,active
14112.0,14113.0,0,stall
14113.0,14117.0,0,active
14117.0,14118.0,0,stall
14118.0,14120.0,0,active
14120.0,14121.0,0,stall
14121.0,14122.0,0,active
14122.0,14124.0,0,stall
14124.0,14125.0,0,active
14125.0,14127.0,0,stall
14127.0,14133.0,0,active
14133.0,14135.0,0,stall
14135.0,14136.0,0,active
14136.0,14137.0,0,idle
14137.0,14139.0,0,active
14139.0,14140.0,0,stall
14140.0,14142.0,0,active
14142.0,14143.0,0,stall
14143.0,14145.0,0,active
14145.0,14146.0,0,stall
14146.0,14148.0,0,active
14148.0,14149.0,0,stall
14149.0,14153.0,0,active
14153.0,14154.0,0,stall
14154.0,14156.0,0,active
14156.0,14157.0,0,stall
14157.0,14158.0,0,active
14158.0,14160.0,0,stall
14160.0,14161.0,0,active
14161.0,14163.0,0,stall
14163.0,14169.0,0,active
14169.0,14171.0,0,stall
14171.0,14172.0,0,active
14172.0,14173.0,0,idle
14173.0,14175.0,0,active
14175.0,14176.0,0,stall
14176.0,14178.0,0,active
