core,window_id,window_start_us,window_end_us,resident_us,resident_frac_of_window,is_resident_window,active_frac,stall_frac,idle_frac,sit,sit_no_work_window_active,source_cores
0,0,0.000000,256.000000,256.000000,1.000000,1,0.405012,0.594988,0.000000,0.405012,0.405012,1
0,1,256.000000,512.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,2,512.000000,768.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,3,768.000000,1024.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,4,1024.000000,1280.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,5,1280.000000,1536.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,6,1536.000000,1792.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,7,1792.000000,2048.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,8,2048.000000,2304.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,9,2304.000000,2560.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,10,2560.000000,2816.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,11,2816.000000,3072.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,12,3072.000000,3328.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,13,3328.000000,3584.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,14,3584.000000,3840.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,15,3840.000000,4096.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,16,4096.000000,4352.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,17,4352.000000,4608.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,18,4608.000000,4864.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,19,4864.000000,5120.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,20,5120.000000,5376.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,21,5376.000000,5632.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,22,5632.000000,5888.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,23,5888.000000,6144.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,24,6144.000000,6400.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,25,6400.000000,6656.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,26,6656.000000,6912.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,27,6912.000000,7168.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,28,7168.000000,7424.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,29,7424.000000,7680.000000,256.000000,1.000000,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
0,30,7680.000000,7936.000000,156.471000,0.611215,1,0.000000,1.000000,0.000000,0.000000,0.000000,1
